patient_id,image_id,pixel_foreground,total_pixel
2607.jpg,2607.jpg,5576,138844
2491.jpg,2491.jpg,36298,130074
2466.jpg,2466.jpg,22314,139181
2603.jpg,2603.jpg,12097,132720
2460.jpg,2460.jpg,20779,152694
2501.jpg,2501.jpg,798,144236
2478.jpg,2478.jpg,13079,136197
2531.jpg,2531.jpg,36441,118374
2514.jpg,2514.jpg,17826,142002
2454.jpg,2454.jpg,48959,848868
2525.jpg,2525.jpg,12900,106196
2582.jpg,2582.jpg,2078,129368
2502.jpg,2502.jpg,24618,133986
2575.jpg,2575.jpg,5020,140616
2414.jpg,2414.jpg,9982,143028
2482.jpg,2482.jpg,206557,843795
2589.jpg,2589.jpg,5944,148944
2449.jpg,2449.jpg,33354,139025
2509.jpg,2509.jpg,23504,149372
2584.jpg,2584.jpg,14823,156620
2576.jpg,2576.jpg,12625,136900
2489.jpg,2489.jpg,14118,159840
2527.jpg,2527.jpg,17885,115584
2468.jpg,2468.jpg,34826,689010
2548.jpg,2548.jpg,38731,130680
2622.jpg,2622.jpg,19818,161160
2469.jpg,2469.jpg,31335,696960
2424.jpg,2424.jpg,15720,139230
2453.jpg,2453.jpg,122537,872820
2520.jpg,2520.jpg,15822,136863
2545.jpg,2545.jpg,6507,140352
2536.jpg,2536.jpg,50854,531960
2571.jpg,2571.jpg,9684,345015
2425.jpg,2425.jpg,3776,135228
2626.jpg,2626.jpg,17500,148200
2484.jpg,2484.jpg,48315,683050
2442.jpg,2442.jpg,2109,129269
2625.jpg,2625.jpg,68252,169974
2432.jpg,2432.jpg,36010,663460
2583.jpg,2583.jpg,6657,480940
2530.jpg,2530.jpg,10330,136998
2592.jpg,2592.jpg,37654,145520
2418.jpg,2418.jpg,50105,137942
2624.jpg,2624.jpg,6262,64664
2596.jpg,2596.jpg,34830,133416
2483.jpg,2483.jpg,118299,864892
2503.jpg,2503.jpg,78408,135219
2579.jpg,2579.jpg,6780,134312
2486.jpg,2486.jpg,16564,139878
2627.jpg,2627.jpg,7828,150483
2473.jpg,2473.jpg,71277,897700
2510.jpg,2510.jpg,34816,157002
2588.jpg,2588.jpg,3410,140483
2560.jpg,2560.jpg,10829,163710
2492.jpg,2492.jpg,1938,127204
2457.jpg,2457.jpg,3924,86994
2518.jpg,2518.jpg,25877,138580
2605.jpg,2605.jpg,12137,189222
2511.jpg,2511.jpg,8539,99036
2569.jpg,2569.jpg,15034,131024
2485.jpg,2485.jpg,64837,687258
2455.jpg,2455.jpg,3704,132370
2559.jpg,2559.jpg,2092,161142
2696.jpg,2696.jpg,6688,141856
2873.jpg,2873.jpg,7918,161408
2859.jpg,2859.jpg,10546,912576
2723.jpg,2723.jpg,27058,158976
2815.jpg,2815.jpg,1471,173272
2685.jpg,2685.jpg,5435,140630
2700.jpg,2700.jpg,11224,159100
2687.jpg,2687.jpg,2723,140151
2769.jpg,2769.jpg,9387,141984
2674.jpg,2674.jpg,3818,123824
2799.jpg,2799.jpg,2598,84100
2699.jpg,2699.jpg,10935,159220
2816.jpg,2816.jpg,3298,197925
2875.jpg,2875.jpg,3043,67968
2783.jpg,2783.jpg,14366,143671
2785.jpg,2785.jpg,96928,958362
2748.jpg,2748.jpg,4324,142345
2798.jpg,2798.jpg,23100,138432
2721.jpg,2721.jpg,11132,120624
2830.jpg,2830.jpg,8040,136041
2818.jpg,2818.jpg,2199,135792
2765.jpg,2765.jpg,2470,143936
2845.jpg,2845.jpg,10658,107254
2803.jpg,2803.jpg,65841,161070
2808.jpg,2808.jpg,5615,139256
2679.jpg,2679.jpg,66537,1008995
2692.jpg,2692.jpg,3621,92496
2804.jpg,2804.jpg,11086,157320
2872.jpg,2872.jpg,14214,137015
2714.jpg,2714.jpg,4553,90720
2759.jpg,2759.jpg,13212,195888
2833.jpg,2833.jpg,3188,140151
2871.jpg,2871.jpg,38050,151117
2697.jpg,2697.jpg,58985,161408
2805.jpg,2805.jpg,29095,140833
2787.jpg,2787.jpg,11264,163380
2712.jpg,2712.jpg,6817,180153
2733.jpg,2733.jpg,3785,160072
2708.jpg,2708.jpg,8912,133545
2838.jpg,2838.jpg,3590,137760
2832.jpg,2832.jpg,1313,126840
2653.jpg,2653.jpg,76136,868248
2829.jpg,2829.jpg,14253,139527
2828.jpg,2828.jpg,2164,139668
2791.jpg,2791.jpg,32374,889280
2878.jpg,2878.jpg,2981,142842
2664.jpg,2664.jpg,34207,165958
2782.jpg,2782.jpg,2689,76007
2836.jpg,2836.jpg,4454,137942
2810.jpg,2810.jpg,3037,121040
2731.jpg,2731.jpg,6977,1040664
2869.jpg,2869.jpg,6375,119009
2776.jpg,2776.jpg,17443,166650
2667.jpg,2667.jpg,5553,138432
2727.jpg,2727.jpg,11272,160716
2851.jpg,2851.jpg,70553,864291
2655.jpg,2655.jpg,27164,613431
2745.jpg,2745.jpg,5404,137862
2758.jpg,2758.jpg,8701,128216
2682.jpg,2682.jpg,6565,154800
2820.jpg,2820.jpg,3473,162184
2657.jpg,2657.jpg,82168,544095
2850.jpg,2850.jpg,36505,158592
2757.jpg,2757.jpg,3643,145522
2807.jpg,2807.jpg,13175,866692
2784.jpg,2784.jpg,3881,136452
2750.jpg,2750.jpg,6130,139594
2823.jpg,2823.jpg,9445,164320
2856.jpg,2856.jpg,8043,149292
2768.jpg,2768.jpg,3717,134505
2788.jpg,2788.jpg,8843,790452
2831.jpg,2831.jpg,17774,138020
2754.jpg,2754.jpg,9696,155372
2767.jpg,2767.jpg,15899,638120
2847.jpg,2847.jpg,148819,513608
2739.jpg,2739.jpg,1945,154616
2841.jpg,2841.jpg,5556,198679
2842.jpg,2842.jpg,3975,150524
2688.jpg,2688.jpg,3207,137350
2644.jpg,2644.jpg,19440,130704
2646.jpg,2646.jpg,4567,120475
2779.jpg,2779.jpg,1822,141750
2709.jpg,2709.jpg,10818,154080
2698.jpg,2698.jpg,16685,160545
2762.jpg,2762.jpg,2020,140392
2863.jpg,2863.jpg,2943,248670
2740.jpg,2740.jpg,3134,97236
2752.jpg,2752.jpg,9467,145882
2751.jpg,2751.jpg,205538,789544
2822.jpg,2822.jpg,11354,139827
2738.jpg,2738.jpg,12936,152766
2689.jpg,2689.jpg,4158,144136
2866.jpg,2866.jpg,626,106641
2819.jpg,2819.jpg,8366,139932
2774.jpg,2774.jpg,54220,136606
2680.jpg,2680.jpg,6632,158530
2706.jpg,2706.jpg,7634,142072
2713.jpg,2713.jpg,2277,144282
2640.jpg,2640.jpg,42342,157396
2728.jpg,2728.jpg,19234,625395
2789.jpg,2789.jpg,154186,678447
2659.jpg,2659.jpg,23895,677768
2658.jpg,2658.jpg,267481,677322
2763.jpg,2763.jpg,7809,544544
2853.jpg,2853.jpg,4793,156972
2711.jpg,2711.jpg,6175,135379
2652.jpg,2652.jpg,60223,914508
2867.jpg,2867.jpg,5752,143220
2690.jpg,2690.jpg,7144,142272
2660.jpg,2660.jpg,54813,136740
2742.jpg,2742.jpg,6656,145376
2855.jpg,2855.jpg,26432,150304
2703.jpg,2703.jpg,3530,126636
2677.jpg,2677.jpg,12450,138844
2861.jpg,2861.jpg,15471,156560
2747.jpg,2747.jpg,1451,143520
2835.jpg,2835.jpg,1030,141588
2770.jpg,2770.jpg,3191,80080
2705.jpg,2705.jpg,3450,156980
2749.jpg,2749.jpg,18304,816912
2755.jpg,2755.jpg,22463,585574
2656.jpg,2656.jpg,284724,688802
2773.jpg,2773.jpg,1990,136272
2800.jpg,2800.jpg,1772,160094
2642.jpg,2642.jpg,1557,107780
2844.jpg,2844.jpg,6314,123109
2862.jpg,2862.jpg,7457,81209
2744.jpg,2744.jpg,43530,140832
2840.jpg,2840.jpg,2927,194094
2846.jpg,2846.jpg,1851,161824
2860.jpg,2860.jpg,81054,882102
2837.jpg,2837.jpg,2336,121512
2857.jpg,2857.jpg,7520,135939
2795.jpg,2795.jpg,2506,139256
2645.jpg,2645.jpg,15620,122493
2734.jpg,2734.jpg,1638,147744
2710.jpg,2710.jpg,5714,178560
2809.jpg,2809.jpg,3646,137608
2722.jpg,2722.jpg,2633,118755
2772.jpg,2772.jpg,14955,141484
2720.jpg,2720.jpg,114507,871260
2647.jpg,2647.jpg,2486,142646
2760.jpg,2760.jpg,23764,1000875
2778.jpg,2778.jpg,37231,116156
2691.jpg,2691.jpg,8920,142392
2827.jpg,2827.jpg,7697,98600
2672.jpg,2672.jpg,936,134561
2665.jpg,2665.jpg,20073,153282
2854.jpg,2854.jpg,13528,128132
2870.jpg,2870.jpg,3027,137423
2662.jpg,2662.jpg,15763,139181
2671.jpg,2671.jpg,11044,133008
2649.jpg,2649.jpg,7703,84180
2670.jpg,2670.jpg,17463,138096
2771.jpg,2771.jpg,5559,150850
2793.jpg,2793.jpg,18336,665532
2868.jpg,2868.jpg,5821,121380
2673.jpg,2673.jpg,2365,142560
2796.jpg,2796.jpg,2634,142538
2724.jpg,2724.jpg,9013,141659
2719.jpg,2719.jpg,5677,126140
2766.jpg,2766.jpg,7272,324162
2852.jpg,2852.jpg,4294,157030
2792.jpg,2792.jpg,20151,690432
2725.jpg,2725.jpg,6684,156591
2801.jpg,2801.jpg,28145,158148
2874.jpg,2874.jpg,2726,135219
2681.jpg,2681.jpg,8440,937971
2695.jpg,2695.jpg,5101,194854
2718.jpg,2718.jpg,6486,138844
2802.jpg,2802.jpg,8858,197694
2825.jpg,2825.jpg,10459,697296
2726.jpg,2726.jpg,6075,154227
2876.jpg,2876.jpg,4255,140833
2824.jpg,2824.jpg,56450,924294
2654.jpg,2654.jpg,16644,604032
2761.jpg,2761.jpg,4228,143756
2716.jpg,2716.jpg,4464,147147
2848.jpg,2848.jpg,22011,138414
2777.jpg,2777.jpg,2345,163500
2683.jpg,2683.jpg,59373,853740
2730.jpg,2730.jpg,28318,136784
2839.jpg,2839.jpg,3329,186876
2736.jpg,2736.jpg,9572,168000
2811.jpg,2811.jpg,21667,129234
2812.jpg,2812.jpg,1281,161408
2780.jpg,2780.jpg,8747,139594
2715.jpg,2715.jpg,7615,557898
2834.jpg,2834.jpg,4902,135877
2648.jpg,2648.jpg,1984,148608
2693.jpg,2693.jpg,14003,142688
2661.jpg,2661.jpg,28886,137015
2753.jpg,2753.jpg,6069,165330
2702.jpg,2702.jpg,2447,125965
2741.jpg,2741.jpg,17473,557768
2756.jpg,2756.jpg,12797,158256
2732.jpg,2732.jpg,2458,140562
2814.jpg,2814.jpg,1136,137196
2666.jpg,2666.jpg,5360,150419
2737.jpg,2737.jpg,10682,140007
2668.jpg,2668.jpg,12488,135379
2707.jpg,2707.jpg,5714,215738
2717.jpg,2717.jpg,26541,159390
2663.jpg,2663.jpg,61168,163761
2826.jpg,2826.jpg,3085,138844
2694.jpg,2694.jpg,9718,118875
2821.jpg,2821.jpg,30818,884292
2864.jpg,2864.jpg,15337,170742
2786.jpg,2786.jpg,12660,153918
2794.jpg,2794.jpg,2525,140946
2743.jpg,2743.jpg,1283,110716
2701.jpg,2701.jpg,19502,121477
2704.jpg,2704.jpg,6414,158620
2764.jpg,2764.jpg,53877,165165
2686.jpg,2686.jpg,30546,946270
2678.jpg,2678.jpg,4757,137088
2781.jpg,2781.jpg,13268,858803
2877.jpg,2877.jpg,6101,141514
2651.jpg,2651.jpg,19833,168295
2650.jpg,2650.jpg,29979,185706
2676.jpg,2676.jpg,3700,143850
2669.jpg,2669.jpg,10563,138355
2817.jpg,2817.jpg,2690,137448
2675.jpg,2675.jpg,1840,163020
2729.jpg,2729.jpg,1617,186148
2813.jpg,2813.jpg,21114,715122
2641.jpg,2641.jpg,43254,104532
2849.jpg,2849.jpg,36324,121448
2806.jpg,2806.jpg,2618,138580
2746.jpg,2746.jpg,12244,145184
2643.jpg,2643.jpg,7241,92168
2797.jpg,2797.jpg,14941,905580
2684.jpg,2684.jpg,8154,143031
2790.jpg,2790.jpg,14878,749988
2735.jpg,2735.jpg,9388,154148
2843.jpg,2843.jpg,2888,135630
2858.jpg,2858.jpg,20814,150075
2775.jpg,2775.jpg,2665,141659
2865.jpg,2865.jpg,33765,511116
0960.jpg,0960.jpg,9348,127908
1013.jpg,1013.jpg,32916,113834
0871.jpg,0871.jpg,13945,117688
0905.jpg,0905.jpg,11916,143978
0863.jpg,0863.jpg,56433,98908
0874.jpg,0874.jpg,17532,137982
0940.jpg,0940.jpg,29603,151533
1005.jpg,1005.jpg,33598,155100
0961.jpg,0961.jpg,19212,105570
0973.jpg,0973.jpg,12003,150920
1007.jpg,1007.jpg,18697,130790
1011.jpg,1011.jpg,1804,82368
0944.jpg,0944.jpg,4753,156560
0956.jpg,0956.jpg,4731,122590
0831.jpg,0831.jpg,12583,166140
0858.jpg,0858.jpg,5706,67479
0942.jpg,0942.jpg,19619,68310
0911.jpg,0911.jpg,5486,125664
0904.jpg,0904.jpg,32808,145875
0935.jpg,0935.jpg,7689,94284
0907.jpg,0907.jpg,3752,201750
0929.jpg,0929.jpg,44178,176616
0976.jpg,0976.jpg,10975,108460
0886.jpg,0886.jpg,46075,197000
0926.jpg,0926.jpg,5126,94848
0948.jpg,0948.jpg,17624,114540
0891.jpg,0891.jpg,8407,121204
0890.jpg,0890.jpg,4552,88193
0860.jpg,0860.jpg,11995,110745
0834.jpg,0834.jpg,4534,86122
0885.jpg,0885.jpg,2303,198792
1000.jpg,1000.jpg,15477,139668
0876.jpg,0876.jpg,15091,157182
0881.jpg,0881.jpg,3440,64575
0918.jpg,0918.jpg,2715,105090
0842.jpg,0842.jpg,41503,129480
0934.jpg,0934.jpg,3201,128250
0906.jpg,0906.jpg,12906,199392
0955.jpg,0955.jpg,12509,86140
0837.jpg,0837.jpg,10815,86449
0843.jpg,0843.jpg,3643,73168
0878.jpg,0878.jpg,21354,182250
0866.jpg,0866.jpg,23259,122544
0845.jpg,0845.jpg,7703,82654
0833.jpg,0833.jpg,9785,87822
0827.jpg,0827.jpg,41116,105609
0917.jpg,0917.jpg,6692,105090
0967.jpg,0967.jpg,7616,119880
0922.jpg,0922.jpg,14531,85143
0980.jpg,0980.jpg,6420,153202
0857.jpg,0857.jpg,41823,104562
0897.jpg,0897.jpg,10732,181902
1006.jpg,1006.jpg,15261,135880
0989.jpg,0989.jpg,4735,143577
0888.jpg,0888.jpg,7344,91665
0952.jpg,0952.jpg,3663,106785
0861.jpg,0861.jpg,13282,470206
0850.jpg,0850.jpg,42432,114245
0895.jpg,0895.jpg,76859,174300
0947.jpg,0947.jpg,4928,125712
0880.jpg,0880.jpg,12092,107388
0892.jpg,0892.jpg,4101,101232
0992.jpg,0992.jpg,37720,124722
0949.jpg,0949.jpg,3167,112530
0930.jpg,0930.jpg,8453,165676
0867.jpg,0867.jpg,48480,121910
1003.jpg,1003.jpg,1060,126224
0920.jpg,0920.jpg,20507,105456
0875.jpg,0875.jpg,73753,138359
0975.jpg,0975.jpg,11585,136197
1009.jpg,1009.jpg,64354,144204
0997.jpg,0997.jpg,23502,144724
0928.jpg,0928.jpg,1634,146568
0974.jpg,0974.jpg,2293,126484
0883.jpg,0883.jpg,35032,90576
0877.jpg,0877.jpg,18920,181753
0946.jpg,0946.jpg,6921,121590
0847.jpg,0847.jpg,7376,170781
0864.jpg,0864.jpg,12843,81571
0908.jpg,0908.jpg,4241,94316
0964.jpg,0964.jpg,65562,107289
0931.jpg,0931.jpg,13393,159975
0938.jpg,0938.jpg,3205,87882
0958.jpg,0958.jpg,24764,109440
0830.jpg,0830.jpg,6548,165816
0957.jpg,0957.jpg,47097,101757
0851.jpg,0851.jpg,18303,112944
1021.jpg,1021.jpg,37844,116566
0913.jpg,0913.jpg,1902,125513
0943.jpg,0943.jpg,18574,121730
0993.jpg,0993.jpg,22057,160212
0933.jpg,0933.jpg,44686,127840
0873.jpg,0873.jpg,5264,92856
1014.jpg,1014.jpg,32283,96390
0915.jpg,0915.jpg,1683,106785
0959.jpg,0959.jpg,13588,109158
0971.jpg,0971.jpg,35785,124780
0966.jpg,0966.jpg,13516,85849
0853.jpg,0853.jpg,102136,189908
0894.jpg,0894.jpg,39728,95659
0902.jpg,0902.jpg,3820,83521
0998.jpg,0998.jpg,12102,143520
0879.jpg,0879.jpg,10630,94484
0899.jpg,0899.jpg,9012,176704
0924.jpg,0924.jpg,42477,109210
0910.jpg,0910.jpg,21824,84535
0828.jpg,0828.jpg,2688,102718
0900.jpg,0900.jpg,63365,177644
0996.jpg,0996.jpg,46424,132664
1020.jpg,1020.jpg,24138,131625
0937.jpg,0937.jpg,2472,90770
0852.jpg,0852.jpg,14641,104940
0887.jpg,0887.jpg,2466,93120
0862.jpg,0862.jpg,18889,426880
0927.jpg,0927.jpg,25000,145112
0988.jpg,0988.jpg,5425,143685
0941.jpg,0941.jpg,53289,68250
0951.jpg,0951.jpg,20291,104380
1022.jpg,1022.jpg,15653,79200
0970.jpg,0970.jpg,7301,159536
0932.jpg,0932.jpg,29045,200500
0826.jpg,0826.jpg,37742,187792
0969.jpg,0969.jpg,37331,137529
0836.jpg,0836.jpg,21671,117936
0984.jpg,0984.jpg,19864,104687
0987.jpg,0987.jpg,24116,162708
1008.jpg,1008.jpg,6439,131784
1017.jpg,1017.jpg,2178,104796
0995.jpg,0995.jpg,11270,71788
0898.jpg,0898.jpg,6304,177855
0829.jpg,0829.jpg,8385,165750
0919.jpg,0919.jpg,3156,106392
0903.jpg,0903.jpg,14006,147820
1015.jpg,1015.jpg,54275,162240
0939.jpg,0939.jpg,2674,87009
1002.jpg,1002.jpg,31046,127262
0856.jpg,0856.jpg,24194,54978
0848.jpg,0848.jpg,28279,171832
1010.jpg,1010.jpg,7802,85556
0986.jpg,0986.jpg,33861,164864
0841.jpg,0841.jpg,5791,129480
0953.jpg,0953.jpg,17090,161733
0979.jpg,0979.jpg,10985,64116
0921.jpg,0921.jpg,26129,94416
0844.jpg,0844.jpg,1700,68226
1123.jpg,1123.jpg,4175,122794
1152.jpg,1152.jpg,37189,121280
1115.jpg,1115.jpg,47576,115500
1116.jpg,1116.jpg,33257,125829
1098.jpg,1098.jpg,25636,139695
1102.jpg,1102.jpg,48673,92714
1186.jpg,1186.jpg,58314,126994
1213.jpg,1213.jpg,65931,129904
1052.jpg,1052.jpg,21225,112221
1192.jpg,1192.jpg,34749,157036
1071.jpg,1071.jpg,55232,127305
1214.jpg,1214.jpg,30313,135219
1146.jpg,1146.jpg,16779,142272
1223.jpg,1223.jpg,31126,109497
1127.jpg,1127.jpg,2526,88755
1165.jpg,1165.jpg,5950,157648
1075.jpg,1075.jpg,53572,122496
1076.jpg,1076.jpg,20813,158455
1216.jpg,1216.jpg,33891,157556
1091.jpg,1091.jpg,9432,134472
1171.jpg,1171.jpg,7228,90146
1133.jpg,1133.jpg,4795,111878
1230.jpg,1230.jpg,6482,118541
1114.jpg,1114.jpg,23714,119812
1210.jpg,1210.jpg,94075,139104
1063.jpg,1063.jpg,6222,70731
1166.jpg,1166.jpg,4022,81795
1107.jpg,1107.jpg,12536,136120
1197.jpg,1197.jpg,6060,106176
1103.jpg,1103.jpg,15919,82248
1222.jpg,1222.jpg,25130,130152
1108.jpg,1108.jpg,5485,136290
1077.jpg,1077.jpg,29520,187856
1032.jpg,1032.jpg,15108,143780
1156.jpg,1156.jpg,14527,102718
1121.jpg,1121.jpg,9469,145866
1218.jpg,1218.jpg,11303,136703
1097.jpg,1097.jpg,49667,85183
1136.jpg,1136.jpg,3121,139855
1094.jpg,1094.jpg,65853,120009
1024.jpg,1024.jpg,32410,144974
1176.jpg,1176.jpg,23762,123420
1124.jpg,1124.jpg,10473,112470
1044.jpg,1044.jpg,29921,60984
1050.jpg,1050.jpg,50907,168002
1229.jpg,1229.jpg,48901,121242
1039.jpg,1039.jpg,36459,134310
1204.jpg,1204.jpg,13173,78108
1196.jpg,1196.jpg,7587,79128
1195.jpg,1195.jpg,23187,135136
1208.jpg,1208.jpg,36258,105096
1100.jpg,1100.jpg,15503,146650
1162.jpg,1162.jpg,35167,116200
1069.jpg,1069.jpg,34897,81468
1074.jpg,1074.jpg,4822,92564
1205.jpg,1205.jpg,6605,86435
1078.jpg,1078.jpg,5859,149200
1125.jpg,1125.jpg,8845,92612
1126.jpg,1126.jpg,42563,100912
1118.jpg,1118.jpg,54502,146231
1080.jpg,1080.jpg,58834,158000
1106.jpg,1106.jpg,8250,136784
1093.jpg,1093.jpg,7482,103653
1180.jpg,1180.jpg,11459,86388
1135.jpg,1135.jpg,15390,141158
1179.jpg,1179.jpg,1649,114218
1160.jpg,1160.jpg,28637,95082
1067.jpg,1067.jpg,17557,90190
1193.jpg,1193.jpg,46730,95811
1026.jpg,1026.jpg,3636,91740
1207.jpg,1207.jpg,4148,107184
1042.jpg,1042.jpg,6490,105450
1049.jpg,1049.jpg,43484,168662
1153.jpg,1153.jpg,33878,91800
1113.jpg,1113.jpg,18291,124160
1027.jpg,1027.jpg,9815,107916
1055.jpg,1055.jpg,7153,94710
1111.jpg,1111.jpg,11352,121776
1143.jpg,1143.jpg,6736,170280
1175.jpg,1175.jpg,5056,138610
1025.jpg,1025.jpg,36512,152508
1051.jpg,1051.jpg,2987,108216
1151.jpg,1151.jpg,9656,84656
1158.jpg,1158.jpg,39880,124248
1081.jpg,1081.jpg,2111,102951
1164.jpg,1164.jpg,40964,136950
1154.jpg,1154.jpg,41661,133920
1178.jpg,1178.jpg,4715,156807
1087.jpg,1087.jpg,4413,128832
1189.jpg,1189.jpg,53322,93555
1219.jpg,1219.jpg,6881,135877
1141.jpg,1141.jpg,4720,69000
1120.jpg,1120.jpg,8090,101080
1209.jpg,1209.jpg,44793,133905
1084.jpg,1084.jpg,3504,133023
1040.jpg,1040.jpg,1640,138432
1184.jpg,1184.jpg,6812,140608
1138.jpg,1138.jpg,45570,84258
1200.jpg,1200.jpg,23970,128340
1028.jpg,1028.jpg,21328,164754
1029.jpg,1029.jpg,8519,69647
1089.jpg,1089.jpg,5001,127020
1134.jpg,1134.jpg,34155,150945
1129.jpg,1129.jpg,7452,141100
1062.jpg,1062.jpg,16043,153370
1095.jpg,1095.jpg,16451,122808
1168.jpg,1168.jpg,25616,174363
1083.jpg,1083.jpg,3433,148580
1079.jpg,1079.jpg,10705,94828
1031.jpg,1031.jpg,9645,78650
1092.jpg,1092.jpg,29978,109935
1119.jpg,1119.jpg,31183,115591
1045.jpg,1045.jpg,4534,81438
1054.jpg,1054.jpg,2699,56640
1155.jpg,1155.jpg,12112,139644
1033.jpg,1033.jpg,9534,151775
1070.jpg,1070.jpg,21618,97600
1082.jpg,1082.jpg,4167,150535
1112.jpg,1112.jpg,45604,123057
1117.jpg,1117.jpg,8860,97185
1183.jpg,1183.jpg,15238,96480
1185.jpg,1185.jpg,17665,134970
1038.jpg,1038.jpg,33590,88266
1073.jpg,1073.jpg,2584,62379
1046.jpg,1046.jpg,6618,92881
1059.jpg,1059.jpg,28727,165130
1056.jpg,1056.jpg,36858,140270
1203.jpg,1203.jpg,5567,105183
1036.jpg,1036.jpg,19131,111872
1163.jpg,1163.jpg,21734,67925
1096.jpg,1096.jpg,22133,84632
1066.jpg,1066.jpg,55021,153120
1148.jpg,1148.jpg,35358,312873
1035.jpg,1035.jpg,31312,134140
1169.jpg,1169.jpg,120894,175824
1131.jpg,1131.jpg,2172,126615
1105.jpg,1105.jpg,30918,126567
1145.jpg,1145.jpg,17626,119652
1172.jpg,1172.jpg,6410,108330
1217.jpg,1217.jpg,6459,75920
1140.jpg,1140.jpg,25666,156738
1188.jpg,1188.jpg,14299,93587
1150.jpg,1150.jpg,8494,87906
1181.jpg,1181.jpg,54675,137760
1037.jpg,1037.jpg,25869,99231
1211.jpg,1211.jpg,24996,88173
1170.jpg,1170.jpg,5762,82474
1041.jpg,1041.jpg,8547,199360
1053.jpg,1053.jpg,2488,114896
1068.jpg,1068.jpg,10195,164050
1201.jpg,1201.jpg,29445,102856
1047.jpg,1047.jpg,39710,90812
1149.jpg,1149.jpg,14068,130662
1086.jpg,1086.jpg,29455,111540
1167.jpg,1167.jpg,6700,93467
1043.jpg,1043.jpg,62534,138918
1132.jpg,1132.jpg,35541,124806
1194.jpg,1194.jpg,46812,160545
1130.jpg,1130.jpg,66444,101105
1177.jpg,1177.jpg,2320,106420
1173.jpg,1173.jpg,22083,126910
1058.jpg,1058.jpg,4191,139194
1110.jpg,1110.jpg,1056,127400
1122.jpg,1122.jpg,13460,132486
1030.jpg,1030.jpg,1273,81378
1142.jpg,1142.jpg,2964,170367
1225.jpg,1225.jpg,26839,95858
1101.jpg,1101.jpg,1354,79920
1064.jpg,1064.jpg,4038,71400
1099.jpg,1099.jpg,1053,140049
1227.jpg,1227.jpg,12451,181536
1228.jpg,1228.jpg,6468,141100
1109.jpg,1109.jpg,76120,125216
1085.jpg,1085.jpg,4642,125955
1060.jpg,1060.jpg,4153,158112
1199.jpg,1199.jpg,13649,63250
1048.jpg,1048.jpg,6784,73502
1212.jpg,1212.jpg,12844,84581
1206.jpg,1206.jpg,68944,125349
1202.jpg,1202.jpg,36207,116586
1221.jpg,1221.jpg,2944,89698
1161.jpg,1161.jpg,1452,99127
1226.jpg,1226.jpg,55911,102672
1190.jpg,1190.jpg,61207,136120
1065.jpg,1065.jpg,5579,142464
1174.jpg,1174.jpg,23383,123708
1147.jpg,1147.jpg,27397,141930
1088.jpg,1088.jpg,552,81216
1191.jpg,1191.jpg,5432,158455
1144.jpg,1144.jpg,6403,136452
1072.jpg,1072.jpg,604,124146
1139.jpg,1139.jpg,52196,156524
1104.jpg,1104.jpg,9873,78674
1224.jpg,1224.jpg,50706,100425
1220.jpg,1220.jpg,18024,85848
1057.jpg,1057.jpg,24580,140685
1061.jpg,1061.jpg,24043,148988
1198.jpg,1198.jpg,3423,104152
1215.jpg,1215.jpg,11944,137572
1182.jpg,1182.jpg,34274,120184
1157.jpg,1157.jpg,51725,160379
1090.jpg,1090.jpg,8981,109620
1159.jpg,1159.jpg,20767,83790
1128.jpg,1128.jpg,23447,55488
1034.jpg,1034.jpg,32888,82680
1137.jpg,1137.jpg,51785,141246
1187.jpg,1187.jpg,20076,85214
1261.jpg,1261.jpg,31471,147504
1359.jpg,1359.jpg,5997,110864
1318.jpg,1318.jpg,3266,135300
1473.jpg,1473.jpg,1568,107868
1278.jpg,1278.jpg,7658,120428
1375.jpg,1375.jpg,4205,131880
1400.jpg,1400.jpg,11513,106446
1369.jpg,1369.jpg,51730,169556
1403.jpg,1403.jpg,15356,125513
1479.jpg,1479.jpg,3872,93090
1232.jpg,1232.jpg,11390,121410
1231.jpg,1231.jpg,28142,148212
1436.jpg,1436.jpg,25718,115808
1374.jpg,1374.jpg,12124,128960
1447.jpg,1447.jpg,4625,110188
1471.jpg,1471.jpg,6746,97867
1420.jpg,1420.jpg,13707,170640
1432.jpg,1432.jpg,6641,145145
1408.jpg,1408.jpg,8320,129480
1283.jpg,1283.jpg,45763,160225
1271.jpg,1271.jpg,4522,137432
1431.jpg,1431.jpg,7138,141732
1402.jpg,1402.jpg,6749,113019
1462.jpg,1462.jpg,12255,106590
1355.jpg,1355.jpg,11472,88779
1290.jpg,1290.jpg,71782,128352
1410.jpg,1410.jpg,12924,83504
1309.jpg,1309.jpg,5820,112554
1478.jpg,1478.jpg,3931,177292
1240.jpg,1240.jpg,37753,129500
1243.jpg,1243.jpg,26038,186375
1465.jpg,1465.jpg,1321,89900
1241.jpg,1241.jpg,14311,141284
1389.jpg,1389.jpg,85387,138020
1476.jpg,1476.jpg,3242,110048
1233.jpg,1233.jpg,34947,122379
1411.jpg,1411.jpg,6647,146664
1370.jpg,1370.jpg,6768,108192
1248.jpg,1248.jpg,13889,159505
1251.jpg,1251.jpg,39220,124124
1282.jpg,1282.jpg,913,134550
1302.jpg,1302.jpg,7094,92070
1296.jpg,1296.jpg,57195,180304
1285.jpg,1285.jpg,88019,162153
1409.jpg,1409.jpg,17858,83121
